Model,JD_Key,Category,K,P@K,R@K,NDCG@K
SBERT,PUBLIC-RELATIONS_JD9,PUBLIC-RELATIONS,10,0.4,0.036036036036036036,0.4818998405251556
SBERT,BPO_JD1,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD1,BPO,10,0.0,0.0,0.0
SBERT,BPO_JD2,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD2,BPO,10,0.0,0.0,0.0
SBERT,BPO_JD3,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD3,BPO,10,0.0,0.0,0.0
SBERT,BPO_JD4,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD4,BPO,10,0.2,0.09090909090909091,0.1478294909154526
SBERT,BPO_JD5,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD5,BPO,10,0.0,0.0,0.0
SBERT,BPO_JD6,BPO,5,0.0,0.0,0.0
SBERT,BPO_JD6,BPO,10,0.1,0.045454545454545456,0.07336392209936005
BERT,HR_JD1,HR,5,0.8,0.03636363636363636,0.8687949224876582
BERT,HR_JD1,HR,10,0.8,0.07272727272727272,0.84860265890399
BERT,HR_JD2,HR,5,0.4,0.01818181818181818,0.48522855511632257
BERT,HR_JD2,HR,10,0.4,0.03636363636363636,0.45186484096594276
BERT,HR_JD3,HR,5,0.4,0.01818181818181818,0.27727342735504823
BERT,HR_JD3,HR,10,0.3,0.02727272727272727,0.24936270394794902
BERT,HR_JD4,HR,5,0.0,0.0,0.0
BERT,HR_JD4,HR,10,0.0,0.0,0.0
BERT,HR_JD5,HR,5,0.8,0.03636363636363636,0.8539316501572937
BERT,HR_JD5,HR,10,0.5,0.045454545454545456,0.6325414799409712
BERT,HR_JD6,HR,5,0.4,0.01818181818181818,0.36005461457723403
BERT,HR_JD6,HR,10,0.4,0.03636363636363636,0.3783033006761697
BERT,HR_JD7,HR,5,0.2,0.00909090909090909,0.3391602052736161
BERT,HR_JD7,HR,10,0.3,0.02727272727272727,0.37185395737611554
BERT,HR_JD8,HR,5,0.8,0.03636363636363636,0.8539316501572937
BERT,HR_JD8,HR,10,0.8,0.07272727272727272,0.8415908474314976
BERT,HR_JD9,HR,5,0.0,0.0,0.0
BERT,HR_JD9,HR,10,0.0,0.0,0.0
BERT,INFORMATION-TECHNOLOGY_JD1,INFORMATION-TECHNOLOGY,5,0.4,0.016666666666666666,0.4703652827859579
BERT,INFORMATION-TECHNOLOGY_JD1,INFORMATION-TECHNOLOGY,10,0.4,0.03333333333333333,0.44988737637276544
BERT,INFORMATION-TECHNOLOGY_JD2,INFORMATION-TECHNOLOGY,5,0.4,0.016666666666666666,0.3156484524795145
BERT,INFORMATION-TECHNOLOGY_JD2,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.2781981696179509
BERT,INFORMATION-TECHNOLOGY_JD3,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.3391602052736161
BERT,INFORMATION-TECHNOLOGY_JD3,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.37185395737611554
BERT,INFORMATION-TECHNOLOGY_JD4,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.21398626473452756
BERT,INFORMATION-TECHNOLOGY_JD4,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.2866919347890071
BERT,INFORMATION-TECHNOLOGY_JD5,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.3391602052736161
BERT,INFORMATION-TECHNOLOGY_JD5,INFORMATION-TECHNOLOGY,10,0.2,0.016666666666666666,0.28371255449703187
BERT,INFORMATION-TECHNOLOGY_JD6,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.3391602052736161
BERT,INFORMATION-TECHNOLOGY_JD6,INFORMATION-TECHNOLOGY,10,0.2,0.016666666666666666,0.28371255449703187
BERT,INFORMATION-TECHNOLOGY_JD7,INFORMATION-TECHNOLOGY,5,0.4,0.016666666666666666,0.38356636737133565
BERT,INFORMATION-TECHNOLOGY_JD7,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.31516255047698366
BERT,INFORMATION-TECHNOLOGY_JD8,INFORMATION-TECHNOLOGY,5,0.6,0.025,0.5296347172140421
BERT,INFORMATION-TECHNOLOGY_JD8,INFORMATION-TECHNOLOGY,10,0.5,0.041666666666666664,0.47674870152787435
BERT,INFORMATION-TECHNOLOGY_JD9,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.3391602052736161
BERT,INFORMATION-TECHNOLOGY_JD9,INFORMATION-TECHNOLOGY,10,0.2,0.016666666666666666,0.2984900352767555
BERT,INFORMATION-TECHNOLOGY_JD10,INFORMATION-TECHNOLOGY,5,0.6,0.025,0.5296347172140421
BERT,INFORMATION-TECHNOLOGY_JD10,INFORMATION-TECHNOLOGY,10,0.5,0.041666666666666664,0.491526182307598
BERT,DESIGNER_JD1,DESIGNER,5,0.8,0.037383177570093455,0.8687949224876582
BERT,DESIGNER_JD1,DESIGNER,10,0.6,0.056074766355140186,0.7034066032439746
BERT,DESIGNER_JD2,DESIGNER,5,0.0,0.0,0.0
BERT,DESIGNER_JD2,DESIGNER,10,0.1,0.009345794392523364,0.06625422345438903
BERT,DESIGNER_JD3,DESIGNER,5,0.0,0.0,0.0
BERT,DESIGNER_JD3,DESIGNER,10,0.0,0.0,0.0
BERT,DESIGNER_JD4,DESIGNER,5,0.4,0.018691588785046728,0.48522855511632257
BERT,DESIGNER_JD4,DESIGNER,10,0.2,0.018691588785046728,0.31488013066763093
BERT,DESIGNER_JD5,DESIGNER,5,0.6,0.028037383177570093,0.7227265726449519
BERT,DESIGNER_JD5,DESIGNER,10,0.6,0.056074766355140186,0.675416025555764
BERT,DESIGNER_JD6,DESIGNER,5,0.8,0.037383177570093455,0.8687949224876582
BERT,DESIGNER_JD6,DESIGNER,10,0.4,0.037383177570093455,0.5637884576902256
BERT,DESIGNER_JD7,DESIGNER,5,0.4,0.018691588785046728,0.4703652827859579
BERT,DESIGNER_JD7,DESIGNER,10,0.2,0.018691588785046728,0.30523488393970116
BERT,DESIGNER_JD8,DESIGNER,5,0.2,0.009345794392523364,0.21398626473452756
BERT,DESIGNER_JD8,DESIGNER,10,0.1,0.009345794392523364,0.13886244387355454
BERT,DESIGNER_JD9,DESIGNER,5,0.6,0.028037383177570093,0.7227265726449519
BERT,DESIGNER_JD9,DESIGNER,10,0.3,0.028037383177570093,0.4690000933206748
BERT,SALES_JD1,SALES,5,0.0,0.0,0.0
BERT,SALES_JD1,SALES,10,0.1,0.008620689655172414,0.07839826897867533
BERT,SALES_JD2,SALES,5,0.0,0.0,0.0
BERT,SALES_JD2,SALES,10,0.0,0.0,0.0
BERT,SALES_JD3,SALES,5,0.2,0.008620689655172414,0.21398626473452756
BERT,SALES_JD3,SALES,10,0.2,0.017241379310344827,0.21726071285222986
BERT,SALES_JD4,SALES,5,0.0,0.0,0.0
BERT,SALES_JD4,SALES,10,0.2,0.017241379310344827,0.12987501165334076
BERT,SALES_JD5,SALES,5,0.0,0.0,0.0
BERT,SALES_JD5,SALES,10,0.0,0.0,0.0
BERT,SALES_JD6,SALES,5,0.0,0.0,0.0
BERT,SALES_JD6,SALES,10,0.0,0.0,0.0
BERT,SALES_JD7,SALES,5,0.0,0.0,0.0
BERT,SALES_JD7,SALES,10,0.0,0.0,0.0
BERT,SALES_JD8,SALES,5,0.4,0.017241379310344827,0.3156484524795145
BERT,SALES_JD8,SALES,10,0.3,0.02586206896551724,0.2684550357175426
BERT,SALES_JD9,SALES,5,0.2,0.008620689655172414,0.16958010263680806
BERT,SALES_JD9,SALES,10,0.2,0.017241379310344827,0.1884441521277154
BERT,FINANCE_JD1,FINANCE,5,0.2,0.00847457627118644,0.21398626473452756
BERT,FINANCE_JD1,FINANCE,10,0.3,0.025423728813559324,0.27191445400928355
BERT,FINANCE_JD2,FINANCE,5,0.2,0.00847457627118644,0.21398626473452756
BERT,FINANCE_JD2,FINANCE,10,0.2,0.01694915254237288,0.2082936658103318
BERT,FINANCE_JD3,FINANCE,5,0.2,0.00847457627118644,0.21398626473452756
BERT,FINANCE_JD3,FINANCE,10,0.1,0.00847457627118644,0.13886244387355454
BERT,FINANCE_JD4,FINANCE,5,0.6,0.025423728813559324,0.6992148198508501
BERT,FINANCE_JD4,FINANCE,10,0.6,0.05084745762711865,0.6569815082938864
BERT,FINANCE_JD5,FINANCE,5,0.2,0.00847457627118644,0.14606834984270645
BERT,FINANCE_JD5,FINANCE,10,0.3,0.025423728813559324,0.24655055544758614
BERT,FINANCE_JD6,FINANCE,5,0.4,0.01694915254237288,0.5087403079104241
BERT,FINANCE_JD6,FINANCE,10,0.2,0.01694915254237288,0.33013764944712026
BERT,FINANCE_JD7,FINANCE,5,0.8,0.03389830508474576,0.7860137352654724
BERT,FINANCE_JD7,FINANCE,10,0.8,0.06779661016949153,0.7917063341896681
BERT,FINANCE_JD8,FINANCE,5,0.8,0.03389830508474576,0.7860137352654724
BERT,FINANCE_JD8,FINANCE,10,0.7,0.059322033898305086,0.7191184989488184
BERT,FINANCE_JD9,FINANCE,5,0.2,0.00847457627118644,0.3391602052736161
BERT,FINANCE_JD9,FINANCE,10,0.2,0.01694915254237288,0.2984900352767555
BERT,FINANCE_JD10,FINANCE,5,0.6,0.025423728813559324,0.6843515475204855
BERT,FINANCE_JD10,FINANCE,10,0.6,0.05084745762711865,0.6505132600483449
BERT,BANKING_JD1,BANKING,5,0.2,0.008695652173913044,0.21398626473452756
BERT,BANKING_JD1,BANKING,10,0.2,0.017391304347826087,0.2082936658103318
BERT,BANKING_JD2,BANKING,5,0.6,0.02608695652173913,0.5296347172140421
BERT,BANKING_JD2,BANKING,10,0.4,0.034782608695652174,0.40995091484653445
BERT,BANKING_JD3,BANKING,5,0.2,0.008695652173913044,0.14606834984270645
BERT,BANKING_JD3,BANKING,10,0.5,0.043478260869565216,0.3764255671009269
BERT,HEALTHCARE_JD1,HEALTHCARE,5,0.4,0.017391304347826087,0.5531464700081437
BERT,HEALTHCARE_JD1,HEALTHCARE,10,0.4,0.034782608695652174,0.4959389204699464
BERT,HEALTHCARE_JD2,HEALTHCARE,5,0.4,0.017391304347826087,0.5531464700081437
BERT,HEALTHCARE_JD2,HEALTHCARE,10,0.3,0.02608695652173913,0.43735247915031
BERT,HEALTHCARE_JD3,HEALTHCARE,5,0.2,0.008695652173913044,0.3391602052736161
BERT,HEALTHCARE_JD3,HEALTHCARE,10,0.4,0.034782608695652174,0.4341754806679218
BERT,ENGINEERING_JD1,ENGINEERING,5,0.2,0.00847457627118644,0.21398626473452756
BERT,ENGINEERING_JD1,ENGINEERING,10,0.2,0.01694915254237288,0.2082936658103318
BERT,ENGINEERING_JD2,ENGINEERING,5,0.4,0.01694915254237288,0.48522855511632257
BERT,ENGINEERING_JD2,ENGINEERING,10,0.5,0.0423728813559322,0.5360735436824436
BERT,ENGINEERING_JD3,ENGINEERING,5,1.0,0.0423728813559322,1.0
BERT,ENGINEERING_JD3,ENGINEERING,10,0.8,0.06779661016949153,0.866947989864271
BERT,ENGINEERING_JD4,ENGINEERING,5,0.2,0.00847457627118644,0.13120507751234178
BERT,ENGINEERING_JD4,ENGINEERING,10,0.2,0.01694915254237288,0.15850703974098102
BERT,ENGINEERING_JD5,ENGINEERING,5,0.2,0.00847457627118644,0.16958010263680806
BERT,ENGINEERING_JD5,ENGINEERING,10,0.3,0.025423728813559324,0.2618080742270754
BERT,ENGINEERING_JD6,ENGINEERING,5,0.4,0.01694915254237288,0.5087403079104241
BERT,ENGINEERING_JD6,ENGINEERING,10,0.5,0.0423728813559322,0.5384109300791362
BERT,ENGINEERING_JD7,ENGINEERING,5,0.2,0.00847457627118644,0.21398626473452756
BERT,ENGINEERING_JD7,ENGINEERING,10,0.2,0.01694915254237288,0.2051166673279436
BERT,ENGINEERING_JD8,ENGINEERING,5,0.6,0.025423728813559324,0.6548086577531307
BERT,ENGINEERING_JD8,ENGINEERING,10,0.3,0.025423728813559324,0.424926013816671
BERT,ENGINEERING_JD9,ENGINEERING,5,0.2,0.00847457627118644,0.3391602052736161
BERT,ENGINEERING_JD9,ENGINEERING,10,0.3,0.025423728813559324,0.35970991185182927
BERT,ENGINEERING_JD10,ENGINEERING,5,0.8,0.03389830508474576,0.830419897363192
BERT,ENGINEERING_JD10,ENGINEERING,10,0.5,0.0423728813559322,0.6051399156371955
BERT,ACCOUNTANT_JD1,ACCOUNTANT,5,0.2,0.00847457627118644,0.13120507751234178
BERT,ACCOUNTANT_JD1,ACCOUNTANT,10,0.3,0.025423728813559324,0.22979561007468535
BERT,ACCOUNTANT_JD2,ACCOUNTANT,5,0.2,0.00847457627118644,0.14606834984270645
BERT,ACCOUNTANT_JD2,ACCOUNTANT,10,0.1,0.00847457627118644,0.09478836436955078
BERT,ACCOUNTANT_JD3,ACCOUNTANT,5,0.0,0.0,0.0
BERT,ACCOUNTANT_JD3,ACCOUNTANT,10,0.1,0.00847457627118644,0.07839826897867533
BERT,DIGITAL-MEDIA_JD1,DIGITAL-MEDIA,5,0.6,0.03125,0.4912596920895758
BERT,DIGITAL-MEDIA_JD1,DIGITAL-MEDIA,10,0.6,0.0625,0.5270672065167423
BERT,DIGITAL-MEDIA_JD2,DIGITAL-MEDIA,5,0.0,0.0,0.0
BERT,DIGITAL-MEDIA_JD2,DIGITAL-MEDIA,10,0.2,0.020833333333333332,0.13568544539116628
BERT,DIGITAL-MEDIA_JD3,DIGITAL-MEDIA,5,0.4,0.020833333333333332,0.27727342735504823
BERT,DIGITAL-MEDIA_JD3,DIGITAL-MEDIA,10,0.3,0.03125,0.2583297509898471
BERT,DIGITAL-MEDIA_JD4,DIGITAL-MEDIA,5,0.2,0.010416666666666666,0.13120507751234178
BERT,DIGITAL-MEDIA_JD4,DIGITAL-MEDIA,10,0.1,0.010416666666666666,0.08514311764162098
BERT,DIGITAL-MEDIA_JD5,DIGITAL-MEDIA,5,0.0,0.0,0.0
BERT,DIGITAL-MEDIA_JD5,DIGITAL-MEDIA,10,0.1,0.010416666666666666,0.06625422345438903
BERT,DIGITAL-MEDIA_JD6,DIGITAL-MEDIA,5,0.2,0.010416666666666666,0.21398626473452756
BERT,DIGITAL-MEDIA_JD6,DIGITAL-MEDIA,10,0.4,0.041666666666666664,0.3529461582433962
BERT,DIGITAL-MEDIA_JD7,DIGITAL-MEDIA,5,0.2,0.010416666666666666,0.14606834984270645
BERT,DIGITAL-MEDIA_JD7,DIGITAL-MEDIA,10,0.3,0.03125,0.2426178552850034
BERT,DIGITAL-MEDIA_JD8,DIGITAL-MEDIA,5,0.0,0.0,0.0
BERT,DIGITAL-MEDIA_JD8,DIGITAL-MEDIA,10,0.1,0.010416666666666666,0.06362078819895171
BERT,DIGITAL-MEDIA_JD9,DIGITAL-MEDIA,5,0.4,0.020833333333333332,0.36005461457723403
BERT,DIGITAL-MEDIA_JD9,DIGITAL-MEDIA,10,0.3,0.03125,0.29727159644205703
BERT,CONSULTANT_JD1,CONSULTANT,5,0.0,0.0,0.0
BERT,CONSULTANT_JD1,CONSULTANT,10,0.0,0.0,0.0
BERT,CONSULTANT_JD2,CONSULTANT,5,0.4,0.017391304347826087,0.36005461457723403
BERT,CONSULTANT_JD2,CONSULTANT,10,0.4,0.034782608695652174,0.38148029915855786
BERT,CONSULTANT_JD3,CONSULTANT,5,0.0,0.0,0.0
BERT,CONSULTANT_JD3,CONSULTANT,10,0.1,0.008695652173913044,0.06362078819895171
BERT,CONSULTANT_JD4,CONSULTANT,5,0.0,0.0,0.0
BERT,CONSULTANT_JD4,CONSULTANT,10,0.0,0.0,0.0
BERT,CONSULTANT_JD5,CONSULTANT,5,0.0,0.0,0.0
BERT,CONSULTANT_JD5,CONSULTANT,10,0.1,0.008695652173913044,0.06362078819895171
BERT,CONSULTANT_JD6,CONSULTANT,5,0.2,0.008695652173913044,0.3391602052736161
BERT,CONSULTANT_JD6,CONSULTANT,10,0.2,0.017391304347826087,0.28371255449703187
BERT,CONSULTANT_JD7,CONSULTANT,5,0.2,0.008695652173913044,0.13120507751234178
BERT,CONSULTANT_JD7,CONSULTANT,10,0.1,0.008695652173913044,0.08514311764162098
BERT,CONSULTANT_JD8,CONSULTANT,5,0.0,0.0,0.0
BERT,CONSULTANT_JD8,CONSULTANT,10,0.0,0.0,0.0
BERT,CONSULTANT_JD9,CONSULTANT,5,0.2,0.008695652173913044,0.21398626473452756
BERT,CONSULTANT_JD9,CONSULTANT,10,0.1,0.008695652173913044,0.13886244387355454
BERT,TEACHER_JD1,TEACHER,5,1.0,0.049019607843137254,1.0
BERT,TEACHER_JD1,TEACHER,10,1.0,0.09803921568627451,1.0
BERT,TEACHER_JD2,TEACHER,5,1.0,0.049019607843137254,1.0
BERT,TEACHER_JD2,TEACHER,10,0.7,0.06862745098039216,0.793584067764911
BERT,TEACHER_JD3,TEACHER,5,0.4,0.0196078431372549,0.3156484524795145
BERT,TEACHER_JD3,TEACHER,10,0.2,0.0196078431372549,0.20483424751859086
BERT,ADVOCATE_JD1,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD1,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD2,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD2,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD3,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD3,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD4,ADVOCATE,5,0.2,0.00847457627118644,0.13120507751234178
BERT,ADVOCATE_JD4,ADVOCATE,10,0.1,0.00847457627118644,0.08514311764162098
BERT,ADVOCATE_JD5,ADVOCATE,5,0.2,0.00847457627118644,0.14606834984270645
BERT,ADVOCATE_JD5,ADVOCATE,10,0.2,0.01694915254237288,0.1584091525685025
BERT,ADVOCATE_JD6,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD6,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD7,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD7,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD8,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD8,ADVOCATE,10,0.0,0.0,0.0
BERT,ADVOCATE_JD9,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD9,ADVOCATE,10,0.1,0.00847457627118644,0.07336392209936005
BERT,ADVOCATE_JD10,ADVOCATE,5,0.0,0.0,0.0
BERT,ADVOCATE_JD10,ADVOCATE,10,0.0,0.0,0.0
BERT,ARTS_JD1,ARTS,5,0.0,0.0,0.0
BERT,ARTS_JD1,ARTS,10,0.1,0.009708737864077669,0.07336392209936005
BERT,ARTS_JD2,ARTS,5,0.2,0.009708737864077669,0.13120507751234178
BERT,ARTS_JD2,ARTS,10,0.1,0.009708737864077669,0.08514311764162098
BERT,ARTS_JD3,ARTS,5,0.0,0.0,0.0
BERT,ARTS_JD3,ARTS,10,0.0,0.0,0.0
BERT,BUSINESS-DEVELOPMENT_JD1,BUSINESS-DEVELOPMENT,5,0.0,0.0,0.0
BERT,BUSINESS-DEVELOPMENT_JD1,BUSINESS-DEVELOPMENT,10,0.0,0.0,0.0
BERT,BUSINESS-DEVELOPMENT_JD2,BUSINESS-DEVELOPMENT,5,0.0,0.0,0.0
BERT,BUSINESS-DEVELOPMENT_JD2,BUSINESS-DEVELOPMENT,10,0.0,0.0,0.0
BERT,BUSINESS-DEVELOPMENT_JD3,BUSINESS-DEVELOPMENT,5,0.4,0.01680672268907563,0.5087403079104241
BERT,BUSINESS-DEVELOPMENT_JD3,BUSINESS-DEVELOPMENT,10,0.3,0.025210084033613446,0.40853591842579556
BERT,AGRICULTURE_JD1,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD1,AGRICULTURE,10,0.0,0.0,0.0
BERT,AGRICULTURE_JD2,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD2,AGRICULTURE,10,0.0,0.0,0.0
BERT,AGRICULTURE_JD3,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD3,AGRICULTURE,10,0.0,0.0,0.0
BERT,AGRICULTURE_JD4,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD4,AGRICULTURE,10,0.0,0.0,0.0
BERT,AGRICULTURE_JD5,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD5,AGRICULTURE,10,0.1,0.015873015873015872,0.06625422345438903
BERT,AGRICULTURE_JD6,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD6,AGRICULTURE,10,0.0,0.0,0.0
BERT,AGRICULTURE_JD7,AGRICULTURE,5,0.2,0.015873015873015872,0.21398626473452756
BERT,AGRICULTURE_JD7,AGRICULTURE,10,0.1,0.015873015873015872,0.13886244387355454
BERT,AGRICULTURE_JD8,AGRICULTURE,5,0.0,0.0,0.0
BERT,AGRICULTURE_JD8,AGRICULTURE,10,0.1,0.015873015873015872,0.06625422345438903
BERT,APPAREL_JD1,APPAREL,5,0.4,0.020618556701030927,0.48522855511632257
BERT,APPAREL_JD1,APPAREL,10,0.3,0.030927835051546393,0.3843113526044082
BERT,APPAREL_JD2,APPAREL,5,0.0,0.0,0.0
BERT,APPAREL_JD2,APPAREL,10,0.0,0.0,0.0
BERT,APPAREL_JD3,APPAREL,5,0.4,0.020618556701030927,0.3156484524795145
BERT,APPAREL_JD3,APPAREL,10,0.4,0.041237113402061855,0.3476293915547282
BERT,APPAREL_JD4,APPAREL,5,0.2,0.010309278350515464,0.16958010263680806
BERT,APPAREL_JD4,APPAREL,10,0.1,0.010309278350515464,0.11004588314904008
BERT,APPAREL_JD5,APPAREL,5,0.2,0.010309278350515464,0.14606834984270645
BERT,APPAREL_JD5,APPAREL,10,0.2,0.020618556701030927,0.1584091525685025
BERT,APPAREL_JD6,APPAREL,5,0.0,0.0,0.0
BERT,APPAREL_JD6,APPAREL,10,0.1,0.010309278350515464,0.07839826897867533
BERT,APPAREL_JD7,APPAREL,5,0.2,0.010309278350515464,0.16958010263680806
BERT,APPAREL_JD7,APPAREL,10,0.1,0.010309278350515464,0.11004588314904008
BERT,APPAREL_JD8,APPAREL,5,0.0,0.0,0.0
BERT,APPAREL_JD8,APPAREL,10,0.0,0.0,0.0
BERT,CONSTRUCTION_JD1,CONSTRUCTION,5,0.2,0.008928571428571428,0.3391602052736161
BERT,CONSTRUCTION_JD1,CONSTRUCTION,10,0.2,0.017857142857142856,0.2863459897524692
BERT,CONSTRUCTION_JD2,CONSTRUCTION,5,0.2,0.008928571428571428,0.14606834984270645
BERT,CONSTRUCTION_JD2,CONSTRUCTION,10,0.2,0.017857142857142856,0.16421958630632802
BERT,CONSTRUCTION_JD3,CONSTRUCTION,5,0.0,0.0,0.0
BERT,CONSTRUCTION_JD3,CONSTRUCTION,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD1,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD1,PUBLIC-RELATIONS,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD2,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD2,PUBLIC-RELATIONS,10,0.1,0.009009009009009009,0.06362078819895171
BERT,PUBLIC-RELATIONS_JD3,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD3,PUBLIC-RELATIONS,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD4,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD4,PUBLIC-RELATIONS,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD5,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD5,PUBLIC-RELATIONS,10,0.1,0.009009009009009009,0.06943122193677727
BERT,PUBLIC-RELATIONS_JD6,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD6,PUBLIC-RELATIONS,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD7,PUBLIC-RELATIONS,5,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD7,PUBLIC-RELATIONS,10,0.0,0.0,0.0
BERT,PUBLIC-RELATIONS_JD8,PUBLIC-RELATIONS,5,0.2,0.009009009009009009,0.13120507751234178
BERT,PUBLIC-RELATIONS_JD8,PUBLIC-RELATIONS,10,0.3,0.02702702702702703,0.21501812929496175
BERT,PUBLIC-RELATIONS_JD9,PUBLIC-RELATIONS,5,0.2,0.009009009009009009,0.13120507751234178
BERT,PUBLIC-RELATIONS_JD9,PUBLIC-RELATIONS,10,0.1,0.009009009009009009,0.08514311764162098
BERT,BPO_JD1,BPO,5,0.0,0.0,0.0
BERT,BPO_JD1,BPO,10,0.0,0.0,0.0
BERT,BPO_JD2,BPO,5,0.0,0.0,0.0
BERT,BPO_JD2,BPO,10,0.0,0.0,0.0
BERT,BPO_JD3,BPO,5,0.0,0.0,0.0
BERT,BPO_JD3,BPO,10,0.0,0.0,0.0
BERT,BPO_JD4,BPO,5,0.0,0.0,0.0
BERT,BPO_JD4,BPO,10,0.0,0.0,0.0
BERT,BPO_JD5,BPO,5,0.0,0.0,0.0
BERT,BPO_JD5,BPO,10,0.0,0.0,0.0
BERT,BPO_JD6,BPO,5,0.0,0.0,0.0
BERT,BPO_JD6,BPO,10,0.0,0.0,0.0
TFIDF,HR_JD1,HR,5,0.6,0.02727272727272727,0.639945385422766
TFIDF,HR_JD1,HR,10,0.5,0.045454545454545456,0.5599332595218056
