Model,JD_Key,Category,K,P@K,R@K,NDCG@K
TFIDF,HR_JD2,HR,5,0.2,0.00909090909090909,0.3391602052736161
TFIDF,HR_JD2,HR,10,0.2,0.01818181818181818,0.28952298823485745
TFIDF,HR_JD3,HR,5,0.8,0.03636363636363636,0.7860137352654724
TFIDF,HR_JD3,HR,10,0.6,0.05454545454545454,0.6399441431116327
TFIDF,HR_JD4,HR,5,0.6,0.02727272727272727,0.4468535299918563
TFIDF,HR_JD4,HR,10,0.6,0.05454545454545454,0.4892835987503298
TFIDF,HR_JD5,HR,5,1.0,0.045454545454545456,1.0
TFIDF,HR_JD5,HR,10,1.0,0.09090909090909091,1.0
TFIDF,HR_JD6,HR,5,1.0,0.045454545454545456,1.0
TFIDF,HR_JD6,HR,10,1.0,0.09090909090909091,1.0
TFIDF,HR_JD7,HR,5,1.0,0.045454545454545456,1.0
TFIDF,HR_JD7,HR,10,1.0,0.09090909090909091,1.0
TFIDF,HR_JD8,HR,5,1.0,0.045454545454545456,1.0
TFIDF,HR_JD8,HR,10,1.0,0.09090909090909091,1.0
TFIDF,HR_JD9,HR,5,0.6,0.02727272727272727,0.5296347172140421
TFIDF,HR_JD9,HR,10,0.8,0.07272727272727272,0.6947651160602989
TFIDF,INFORMATION-TECHNOLOGY_JD1,INFORMATION-TECHNOLOGY,5,0.0,0.0,0.0
TFIDF,INFORMATION-TECHNOLOGY_JD1,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.20827328063201608
TFIDF,INFORMATION-TECHNOLOGY_JD2,INFORMATION-TECHNOLOGY,5,0.4,0.016666666666666666,0.5531464700081437
TFIDF,INFORMATION-TECHNOLOGY_JD2,INFORMATION-TECHNOLOGY,10,0.6,0.05,0.636658712740428
TFIDF,INFORMATION-TECHNOLOGY_JD3,INFORMATION-TECHNOLOGY,5,0.2,0.008333333333333333,0.21398626473452756
TFIDF,INFORMATION-TECHNOLOGY_JD3,INFORMATION-TECHNOLOGY,10,0.5,0.041666666666666664,0.42367664508731884
TFIDF,INFORMATION-TECHNOLOGY_JD4,INFORMATION-TECHNOLOGY,5,0.8,0.03333333333333333,0.8539316501572937
TFIDF,INFORMATION-TECHNOLOGY_JD4,INFORMATION-TECHNOLOGY,10,0.5,0.041666666666666664,0.6235744328990731
TFIDF,INFORMATION-TECHNOLOGY_JD5,INFORMATION-TECHNOLOGY,5,0.6,0.025,0.6843515475204855
TFIDF,INFORMATION-TECHNOLOGY_JD5,INFORMATION-TECHNOLOGY,10,0.7,0.058333333333333334,0.7167674835027339
TFIDF,INFORMATION-TECHNOLOGY_JD6,INFORMATION-TECHNOLOGY,5,0.0,0.0,0.0
TFIDF,INFORMATION-TECHNOLOGY_JD6,INFORMATION-TECHNOLOGY,10,0.1,0.008333333333333333,0.06943122193677727
TFIDF,INFORMATION-TECHNOLOGY_JD7,INFORMATION-TECHNOLOGY,5,0.4,0.016666666666666666,0.36005461457723403
TFIDF,INFORMATION-TECHNOLOGY_JD7,INFORMATION-TECHNOLOGY,10,0.3,0.025,0.30701473034246535
TFIDF,INFORMATION-TECHNOLOGY_JD8,INFORMATION-TECHNOLOGY,5,0.6,0.025,0.6992148198508501
TFIDF,INFORMATION-TECHNOLOGY_JD8,INFORMATION-TECHNOLOGY,10,0.6,0.05,0.6651928536555899
TFIDF,INFORMATION-TECHNOLOGY_JD9,INFORMATION-TECHNOLOGY,5,0.8,0.03333333333333333,0.8539316501572937
TFIDF,INFORMATION-TECHNOLOGY_JD9,INFORMATION-TECHNOLOGY,10,0.6,0.05,0.696162268139923
TFIDF,INFORMATION-TECHNOLOGY_JD10,INFORMATION-TECHNOLOGY,5,1.0,0.041666666666666664,1.0
TFIDF,INFORMATION-TECHNOLOGY_JD10,INFORMATION-TECHNOLOGY,10,0.7,0.058333333333333334,0.800693766409882
TFIDF,DESIGNER_JD1,DESIGNER,5,0.6,0.028037383177570093,0.6992148198508501
TFIDF,DESIGNER_JD1,DESIGNER,10,0.7,0.06542056074766354,0.7411902110103873
TFIDF,DESIGNER_JD2,DESIGNER,5,0.8,0.037383177570093455,0.8687949224876582
TFIDF,DESIGNER_JD2,DESIGNER,10,0.6,0.056074766355140186,0.6936634693435663
TFIDF,DESIGNER_JD3,DESIGNER,5,0.4,0.018691588785046728,0.5531464700081437
TFIDF,DESIGNER_JD3,DESIGNER,10,0.5,0.04672897196261682,0.5704044892860389
TFIDF,DESIGNER_JD4,DESIGNER,5,0.8,0.037383177570093455,0.8687949224876582
TFIDF,DESIGNER_JD4,DESIGNER,10,0.5,0.04672897196261682,0.6332196796270029
TFIDF,DESIGNER_JD5,DESIGNER,5,0.6,0.028037383177570093,0.6843515475204855
TFIDF,DESIGNER_JD5,DESIGNER,10,0.7,0.06542056074766354,0.7167674835027339
TFIDF,DESIGNER_JD6,DESIGNER,5,0.6,0.028037383177570093,0.639945385422766
TFIDF,DESIGNER_JD6,DESIGNER,10,0.6,0.056074766355140186,0.6243301345792677
TFIDF,DESIGNER_JD7,DESIGNER,5,0.8,0.037383177570093455,0.8687949224876582
TFIDF,DESIGNER_JD7,DESIGNER,10,0.6,0.056074766355140186,0.7007731679885374
TFIDF,DESIGNER_JD8,DESIGNER,5,0.4,0.018691588785046728,0.5531464700081437
TFIDF,DESIGNER_JD8,DESIGNER,10,0.4,0.037383177570093455,0.501749354207772
TFIDF,DESIGNER_JD9,DESIGNER,5,0.8,0.037383177570093455,0.6608397947263839
TFIDF,DESIGNER_JD9,DESIGNER,10,0.8,0.07476635514018691,0.7104770117651426
TFIDF,SALES_JD1,SALES,5,0.2,0.008620689655172414,0.13120507751234178
TFIDF,SALES_JD1,SALES,10,0.1,0.008620689655172414,0.08514311764162098
TFIDF,SALES_JD2,SALES,5,0.2,0.008620689655172414,0.14606834984270645
TFIDF,SALES_JD2,SALES,10,0.2,0.017241379310344827,0.16421958630632802
TFIDF,SALES_JD3,SALES,5,0.8,0.034482758620689655,0.6608397947263839
TFIDF,SALES_JD3,SALES,10,0.6,0.05172413793103448,0.5708588662113935
TFIDF,SALES_JD4,SALES,5,0.0,0.0,0.0
TFIDF,SALES_JD4,SALES,10,0.2,0.017241379310344827,0.12987501165334076
TFIDF,SALES_JD5,SALES,5,0.6,0.02586206896551724,0.6164336326286644
TFIDF,SALES_JD5,SALES,10,0.4,0.034482758620689655,0.4636440365082036
TFIDF,SALES_JD6,SALES,5,0.0,0.0,0.0
TFIDF,SALES_JD6,SALES,10,0.0,0.0,0.0
TFIDF,SALES_JD7,SALES,5,0.0,0.0,0.0
TFIDF,SALES_JD7,SALES,10,0.0,0.0,0.0
TFIDF,SALES_JD8,SALES,5,0.8,0.034482758620689655,0.8539316501572937
TFIDF,SALES_JD8,SALES,10,0.7,0.0603448275862069,0.7721596254947203
TFIDF,SALES_JD9,SALES,5,0.2,0.008620689655172414,0.3391602052736161
TFIDF,SALES_JD9,SALES,10,0.4,0.034482758620689655,0.42333070005078094
TFIDF,FINANCE_JD1,FINANCE,5,0.0,0.0,0.0
TFIDF,FINANCE_JD1,FINANCE,10,0.1,0.00847457627118644,0.07839826897867533
TFIDF,FINANCE_JD2,FINANCE,5,0.2,0.00847457627118644,0.13120507751234178
TFIDF,FINANCE_JD2,FINANCE,10,0.1,0.00847457627118644,0.08514311764162098
TFIDF,FINANCE_JD3,FINANCE,5,0.2,0.00847457627118644,0.16958010263680806
TFIDF,FINANCE_JD3,FINANCE,10,0.2,0.01694915254237288,0.1736666713479918
TFIDF,FINANCE_JD4,FINANCE,5,0.6,0.025423728813559324,0.4468535299918563
TFIDF,FINANCE_JD4,FINANCE,10,0.7,0.059322033898305086,0.5747915663739762
TFIDF,FINANCE_JD5,FINANCE,5,0.0,0.0,0.0
TFIDF,FINANCE_JD5,FINANCE,10,0.5,0.0423728813559322,0.3510684246681534
TFIDF,FINANCE_JD6,FINANCE,5,0.0,0.0,0.0
TFIDF,FINANCE_JD6,FINANCE,10,0.1,0.00847457627118644,0.07336392209936005
TFIDF,FINANCE_JD7,FINANCE,5,0.4,0.01694915254237288,0.38356636737133565
TFIDF,FINANCE_JD7,FINANCE,10,0.3,0.025423728813559324,0.3222722491219547
TFIDF,FINANCE_JD8,FINANCE,5,0.4,0.01694915254237288,0.38356636737133565
TFIDF,FINANCE_JD8,FINANCE,10,0.4,0.03389830508474576,0.39673781793804724
TFIDF,FINANCE_JD9,FINANCE,5,0.0,0.0,0.0
TFIDF,FINANCE_JD9,FINANCE,10,0.3,0.025423728813559324,0.2114502791144043
TFIDF,FINANCE_JD10,FINANCE,5,0.6,0.025423728813559324,0.4912596920895758
TFIDF,FINANCE_JD10,FINANCE,10,0.7,0.059322033898305086,0.606241562353928
TFIDF,BANKING_JD1,BANKING,5,0.4,0.017391304347826087,0.48522855511632257
TFIDF,BANKING_JD1,BANKING,10,0.2,0.017391304347826087,0.31488013066763093
TFIDF,BANKING_JD2,BANKING,5,0.4,0.017391304347826087,0.36005461457723403
TFIDF,BANKING_JD2,BANKING,10,0.4,0.034782608695652174,0.36670281837883434
TFIDF,BANKING_JD3,BANKING,5,0.4,0.017391304347826087,0.4703652827859579
TFIDF,BANKING_JD3,BANKING,10,0.5,0.043478260869565216,0.5264282969545138
TFIDF,HEALTHCARE_JD1,HEALTHCARE,5,0.6,0.02608695652173913,0.6992148198508501
TFIDF,HEALTHCARE_JD1,HEALTHCARE,10,0.6,0.05217391304347826,0.6651928536555899
TFIDF,HEALTHCARE_JD2,HEALTHCARE,5,0.6,0.02608695652173913,0.4912596920895758
TFIDF,HEALTHCARE_JD2,HEALTHCARE,10,0.5,0.043478260869565216,0.4634464183177906
TFIDF,HEALTHCARE_JD3,HEALTHCARE,5,0.4,0.017391304347826087,0.5087403079104241
TFIDF,HEALTHCARE_JD3,HEALTHCARE,10,0.4,0.034782608695652174,0.4631896595828492
TFIDF,ENGINEERING_JD1,ENGINEERING,5,0.6,0.025423728813559324,0.5296347172140421
TFIDF,ENGINEERING_JD1,ENGINEERING,10,0.7,0.059322033898305086,0.6285108926059098
TFIDF,ENGINEERING_JD2,ENGINEERING,5,0.2,0.00847457627118644,0.21398626473452756
TFIDF,ENGINEERING_JD2,ENGINEERING,10,0.2,0.01694915254237288,0.21726071285222986
TFIDF,ENGINEERING_JD3,ENGINEERING,5,1.0,0.0423728813559322,1.0
TFIDF,ENGINEERING_JD3,ENGINEERING,10,1.0,0.0847457627118644,1.0
TFIDF,ENGINEERING_JD4,ENGINEERING,5,0.4,0.01694915254237288,0.3156484524795145
TFIDF,ENGINEERING_JD4,ENGINEERING,10,0.2,0.01694915254237288,0.20483424751859086
TFIDF,ENGINEERING_JD5,ENGINEERING,5,1.0,0.0423728813559322,1.0
TFIDF,ENGINEERING_JD5,ENGINEERING,10,0.7,0.059322033898305086,0.7885497208855957
TFIDF,ENGINEERING_JD6,ENGINEERING,5,0.4,0.01694915254237288,0.4703652827859579
TFIDF,ENGINEERING_JD6,ENGINEERING,10,0.5,0.0423728813559322,0.5264282969545138
TFIDF,ENGINEERING_JD7,ENGINEERING,5,0.0,0.0,0.0
TFIDF,ENGINEERING_JD7,ENGINEERING,10,0.3,0.025423728813559324,0.20641593223508903
TFIDF,ENGINEERING_JD8,ENGINEERING,5,0.8,0.03389830508474576,0.8687949224876582
TFIDF,ENGINEERING_JD8,ENGINEERING,10,0.8,0.06779661016949153,0.84860265890399
TFIDF,ENGINEERING_JD9,ENGINEERING,5,0.8,0.03389830508474576,0.6608397947263839
TFIDF,ENGINEERING_JD9,ENGINEERING,10,0.6,0.05084745762711865,0.576669299949219
TFIDF,ENGINEERING_JD10,ENGINEERING,5,1.0,0.0423728813559322,1.0
TFIDF,ENGINEERING_JD10,ENGINEERING,10,0.9,0.07627118644067797,0.9363792118010483
TFIDF,ACCOUNTANT_JD1,ACCOUNTANT,5,0.4,0.01694915254237288,0.36005461457723403
TFIDF,ACCOUNTANT_JD1,ACCOUNTANT,10,0.4,0.03389830508474576,0.3783033006761697
TFIDF,ACCOUNTANT_JD2,ACCOUNTANT,5,0.6,0.025423728813559324,0.5296347172140421
TFIDF,ACCOUNTANT_JD2,ACCOUNTANT,10,0.4,0.03389830508474576,0.4131279133289227
TFIDF,ACCOUNTANT_JD3,ACCOUNTANT,5,0.4,0.01694915254237288,0.36005461457723403
TFIDF,ACCOUNTANT_JD3,ACCOUNTANT,10,0.4,0.03389830508474576,0.3783033006761697
TFIDF,DIGITAL-MEDIA_JD1,DIGITAL-MEDIA,5,0.8,0.041666666666666664,0.6608397947263839
TFIDF,DIGITAL-MEDIA_JD1,DIGITAL-MEDIA,10,0.6,0.0625,0.5618918191694954
TFIDF,DIGITAL-MEDIA_JD2,DIGITAL-MEDIA,5,0.8,0.041666666666666664,0.8687949224876582
TFIDF,DIGITAL-MEDIA_JD2,DIGITAL-MEDIA,10,0.8,0.08333333333333333,0.8512360941594274
TFIDF,DIGITAL-MEDIA_JD3,DIGITAL-MEDIA,5,0.6,0.03125,0.5296347172140421
TFIDF,DIGITAL-MEDIA_JD3,DIGITAL-MEDIA,10,0.6,0.0625,0.5501126236272343
TFIDF,DIGITAL-MEDIA_JD4,DIGITAL-MEDIA,5,0.8,0.041666666666666664,0.8539316501572937
TFIDF,DIGITAL-MEDIA_JD4,DIGITAL-MEDIA,10,0.9,0.09375,0.9052116356304493
TFIDF,DIGITAL-MEDIA_JD5,DIGITAL-MEDIA,5,1.0,0.052083333333333336,1.0
TFIDF,DIGITAL-MEDIA_JD5,DIGITAL-MEDIA,10,0.8,0.08333333333333333,0.866947989864271
TFIDF,DIGITAL-MEDIA_JD6,DIGITAL-MEDIA,5,0.6,0.03125,0.5147714448836774
TFIDF,DIGITAL-MEDIA_JD6,DIGITAL-MEDIA,10,0.6,0.0625,0.5404673768993046
TFIDF,DIGITAL-MEDIA_JD7,DIGITAL-MEDIA,5,0.6,0.03125,0.4468535299918563
TFIDF,DIGITAL-MEDIA_JD7,DIGITAL-MEDIA,10,0.7,0.07291666666666667,0.5774250016294136
TFIDF,DIGITAL-MEDIA_JD8,DIGITAL-MEDIA,5,0.8,0.041666666666666664,0.830419897363192
TFIDF,DIGITAL-MEDIA_JD8,DIGITAL-MEDIA,10,0.9,0.09375,0.8899541168509599
TFIDF,DIGITAL-MEDIA_JD9,DIGITAL-MEDIA,5,0.4,0.020833333333333332,0.34519134224686937
TFIDF,DIGITAL-MEDIA_JD9,DIGITAL-MEDIA,10,0.3,0.03125,0.2934367834519528
TFIDF,CONSULTANT_JD1,CONSULTANT,5,0.2,0.008695652173913044,0.3391602052736161
TFIDF,CONSULTANT_JD1,CONSULTANT,10,0.2,0.017391304347826087,0.2984900352767555
TFIDF,CONSULTANT_JD2,CONSULTANT,5,0.0,0.0,0.0
TFIDF,CONSULTANT_JD2,CONSULTANT,10,0.1,0.008695652173913044,0.06943122193677727
TFIDF,CONSULTANT_JD3,CONSULTANT,5,0.4,0.017391304347826087,0.5531464700081437
TFIDF,CONSULTANT_JD3,CONSULTANT,10,0.2,0.017391304347826087,0.3589542101716347
TFIDF,CONSULTANT_JD4,CONSULTANT,5,0.2,0.008695652173913044,0.21398626473452756
TFIDF,CONSULTANT_JD4,CONSULTANT,10,0.1,0.008695652173913044,0.13886244387355454
TFIDF,CONSULTANT_JD5,CONSULTANT,5,0.2,0.008695652173913044,0.3391602052736161
TFIDF,CONSULTANT_JD5,CONSULTANT,10,0.3,0.02608695652173913,0.3531437764338092
TFIDF,CONSULTANT_JD6,CONSULTANT,5,0.2,0.008695652173913044,0.3391602052736161
TFIDF,CONSULTANT_JD6,CONSULTANT,10,0.2,0.017391304347826087,0.2934556883974402
TFIDF,CONSULTANT_JD7,CONSULTANT,5,0.2,0.008695652173913044,0.16958010263680806
TFIDF,CONSULTANT_JD7,CONSULTANT,10,0.2,0.017391304347826087,0.18340980524840012
TFIDF,CONSULTANT_JD8,CONSULTANT,5,0.0,0.0,0.0
TFIDF,CONSULTANT_JD8,CONSULTANT,10,0.0,0.0,0.0
TFIDF,CONSULTANT_JD9,CONSULTANT,5,0.2,0.008695652173913044,0.21398626473452756
TFIDF,CONSULTANT_JD9,CONSULTANT,10,0.1,0.008695652173913044,0.13886244387355454
TFIDF,TEACHER_JD1,TEACHER,5,1.0,0.049019607843137254,1.0
TFIDF,TEACHER_JD1,TEACHER,10,0.8,0.0784313725490196,0.8572048559638628
TFIDF,TEACHER_JD2,TEACHER,5,0.8,0.0392156862745098,0.8539316501572937
TFIDF,TEACHER_JD2,TEACHER,10,0.8,0.0784313725490196,0.8389574121760602
TFIDF,TEACHER_JD3,TEACHER,5,0.2,0.00980392156862745,0.3391602052736161
TFIDF,TEACHER_JD3,TEACHER,10,0.5,0.049019607843137254,0.5049059675118446
TFIDF,ADVOCATE_JD1,ADVOCATE,5,0.2,0.00847457627118644,0.21398626473452756
TFIDF,ADVOCATE_JD1,ADVOCATE,10,0.2,0.01694915254237288,0.2082936658103318
TFIDF,ADVOCATE_JD2,ADVOCATE,5,0.4,0.01694915254237288,0.48522855511632257
TFIDF,ADVOCATE_JD2,ADVOCATE,10,0.2,0.01694915254237288,0.31488013066763093
TFIDF,ADVOCATE_JD3,ADVOCATE,5,0.4,0.01694915254237288,0.3156484524795145
TFIDF,ADVOCATE_JD3,ADVOCATE,10,0.4,0.03389830508474576,0.34948673995165525
TFIDF,ADVOCATE_JD4,ADVOCATE,5,0.0,0.0,0.0
TFIDF,ADVOCATE_JD4,ADVOCATE,10,0.0,0.0,0.0
TFIDF,ADVOCATE_JD5,ADVOCATE,5,0.4,0.01694915254237288,0.38356636737133565
TFIDF,ADVOCATE_JD5,ADVOCATE,10,0.2,0.01694915254237288,0.2489083270225946
TFIDF,ADVOCATE_JD6,ADVOCATE,5,0.0,0.0,0.0
TFIDF,ADVOCATE_JD6,ADVOCATE,10,0.1,0.00847457627118644,0.06943122193677727
TFIDF,ADVOCATE_JD7,ADVOCATE,5,0.4,0.01694915254237288,0.5531464700081437
TFIDF,ADVOCATE_JD7,ADVOCATE,10,0.2,0.01694915254237288,0.3589542101716347
TFIDF,ADVOCATE_JD8,ADVOCATE,5,0.4,0.01694915254237288,0.5087403079104241
TFIDF,ADVOCATE_JD8,ADVOCATE,10,0.3,0.025423728813559324,0.39375843764607193
TFIDF,ADVOCATE_JD9,ADVOCATE,5,0.4,0.01694915254237288,0.5087403079104241
TFIDF,ADVOCATE_JD9,ADVOCATE,10,0.2,0.01694915254237288,0.33013764944712026
TFIDF,ADVOCATE_JD10,ADVOCATE,5,0.2,0.00847457627118644,0.13120507751234178
TFIDF,ADVOCATE_JD10,ADVOCATE,10,0.4,0.03389830508474576,0.284449351231739
TFIDF,ARTS_JD1,ARTS,5,0.8,0.038834951456310676,0.8687949224876582
TFIDF,ARTS_JD1,ARTS,10,0.7,0.06796116504854369,0.77523873680463
TFIDF,ARTS_JD2,ARTS,5,0.0,0.0,0.0
TFIDF,ARTS_JD2,ARTS,10,0.0,0.0,0.0
TFIDF,ARTS_JD3,ARTS,5,0.0,0.0,0.0
TFIDF,ARTS_JD3,ARTS,10,0.1,0.009708737864077669,0.06943122193677727
TFIDF,BUSINESS-DEVELOPMENT_JD1,BUSINESS-DEVELOPMENT,5,0.8,0.03361344537815126,0.8687949224876582
TFIDF,BUSINESS-DEVELOPMENT_JD1,BUSINESS-DEVELOPMENT,10,0.8,0.06722689075630252,0.8454256604216017
TFIDF,BUSINESS-DEVELOPMENT_JD2,BUSINESS-DEVELOPMENT,5,0.6,0.025210084033613446,0.6164336326286644
TFIDF,BUSINESS-DEVELOPMENT_JD2,BUSINESS-DEVELOPMENT,10,0.6,0.05042016806722689,0.6032621820619528
TFIDF,BUSINESS-DEVELOPMENT_JD3,BUSINESS-DEVELOPMENT,5,0.2,0.008403361344537815,0.14606834984270645
TFIDF,BUSINESS-DEVELOPMENT_JD3,BUSINESS-DEVELOPMENT,10,0.3,0.025210084033613446,0.22466337602289155
TFIDF,AGRICULTURE_JD1,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD1,AGRICULTURE,10,0.1,0.015873015873015872,0.06625422345438903
TFIDF,AGRICULTURE_JD2,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD2,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD3,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD3,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD4,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD4,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD5,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD5,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD6,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD6,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD7,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD7,AGRICULTURE,10,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD8,AGRICULTURE,5,0.0,0.0,0.0
TFIDF,AGRICULTURE_JD8,AGRICULTURE,10,0.1,0.015873015873015872,0.06362078819895171
TFIDF,APPAREL_JD1,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD1,APPAREL,10,0.2,0.020618556701030927,0.14201905717762703
TFIDF,APPAREL_JD2,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD2,APPAREL,10,0.3,0.030927835051546393,0.199306233590118
TFIDF,APPAREL_JD3,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD3,APPAREL,10,0.2,0.020618556701030927,0.13305201013572898
TFIDF,APPAREL_JD4,APPAREL,5,0.2,0.010309278350515464,0.3391602052736161
TFIDF,APPAREL_JD4,APPAREL,10,0.2,0.020618556701030927,0.2863459897524692
TFIDF,APPAREL_JD5,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD5,APPAREL,10,0.2,0.020618556701030927,0.13305201013572898
TFIDF,APPAREL_JD6,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD6,APPAREL,10,0.0,0.0,0.0
TFIDF,APPAREL_JD7,APPAREL,5,0.0,0.0,0.0
TFIDF,APPAREL_JD7,APPAREL,10,0.1,0.010309278350515464,0.06362078819895171
TFIDF,APPAREL_JD8,APPAREL,5,0.4,0.020618556701030927,0.27727342735504823
TFIDF,APPAREL_JD8,APPAREL,10,0.3,0.030927835051546393,0.2583297509898471
TFIDF,CONSTRUCTION_JD1,CONSTRUCTION,5,0.0,0.0,0.0
TFIDF,CONSTRUCTION_JD1,CONSTRUCTION,10,0.0,0.0,0.0
TFIDF,CONSTRUCTION_JD2,CONSTRUCTION,5,1.0,0.044642857142857144,1.0
TFIDF,CONSTRUCTION_JD2,CONSTRUCTION,10,1.0,0.08928571428571429,1.0
TFIDF,CONSTRUCTION_JD3,CONSTRUCTION,5,0.2,0.008928571428571428,0.21398626473452756
TFIDF,CONSTRUCTION_JD3,CONSTRUCTION,10,0.2,0.017857142857142856,0.2051166673279436
TFIDF,PUBLIC-RELATIONS_JD1,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD1,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD2,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD2,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD3,PUBLIC-RELATIONS,5,0.2,0.009009009009009009,0.13120507751234178
TFIDF,PUBLIC-RELATIONS_JD3,PUBLIC-RELATIONS,10,0.2,0.018018018018018018,0.1635413866202963
TFIDF,PUBLIC-RELATIONS_JD4,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD4,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD5,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD5,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD6,PUBLIC-RELATIONS,5,0.2,0.009009009009009009,0.14606834984270645
TFIDF,PUBLIC-RELATIONS_JD6,PUBLIC-RELATIONS,10,0.2,0.018018018018018018,0.1731866333482261
TFIDF,PUBLIC-RELATIONS_JD7,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD7,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD8,PUBLIC-RELATIONS,5,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD8,PUBLIC-RELATIONS,10,0.0,0.0,0.0
TFIDF,PUBLIC-RELATIONS_JD9,PUBLIC-RELATIONS,5,0.4,0.018018018018018018,0.3156484524795145
TFIDF,PUBLIC-RELATIONS_JD9,PUBLIC-RELATIONS,10,0.5,0.04504504504504504,0.42021722679557794
TFIDF,BPO_JD1,BPO,5,0.0,0.0,0.0
TFIDF,BPO_JD1,BPO,10,0.0,0.0,0.0
TFIDF,BPO_JD2,BPO,5,0.2,0.045454545454545456,0.3391602052736161
TFIDF,BPO_JD2,BPO,10,0.1,0.045454545454545456,0.22009176629808017
TFIDF,BPO_JD3,BPO,5,0.0,0.0,0.0
TFIDF,BPO_JD3,BPO,10,0.0,0.0,0.0
TFIDF,BPO_JD4,BPO,5,0.0,0.0,0.0
TFIDF,BPO_JD4,BPO,10,0.0,0.0,0.0
TFIDF,BPO_JD5,BPO,5,0.0,0.0,0.0
TFIDF,BPO_JD5,BPO,10,0.0,0.0,0.0
TFIDF,BPO_JD6,BPO,5,0.0,0.0,0.0
TFIDF,BPO_JD6,BPO,10,0.0,0.0,0.0
